,Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Date
0,Changi,2014,1,1,0,0,0,0,26.7,29,24.9,10,29.9,2014/1/1
1,Changi,2014,1,2,0,0,0,0,27.4,30.9,25,11.9,36,2014/1/2
2,Changi,2014,1,3,0,0,0,0,27.1,30.4,24.9,9.7,33.1,2014/1/3
3,Changi,2014,1,4,0,0,0,0,27.1,31.1,24.9,6.4,25.9,2014/1/4
4,Changi,2014,1,5,18.4,8.6,10.8,15.4,24.8,26.4,23.3,6.8,25.6,2014/1/5
5,Changi,2014,1,6,31.2,10,10.8,11.6,25.3,27.1,23.9,6.1,25.6,2014/1/6
6,Changi,2014,1,7,0,0,0,0,26.7,30.7,24.3,8.1,33.5,2014/1/7
7,Changi,2014,1,8,0,0,0,0,27.1,31.8,24.7,9,34.9,2014/1/8
8,Changi,2014,1,9,2,1.8,2,2,25.9,29.3,24.3,5.1,25.2,2014/1/9
9,Changi,2014,1,10,0,0,0,0,26.8,30.6,24.2,5.3,19.1,2014/1/10
10,Changi,2014,1,11,5.6,5.4,5.6,5.6,26.6,31.4,23.7,9.6,34.6,2014/1/11
11,Changi,2014,1,12,18.2,18.2,18.2,18.2,26.2,28.9,23.8,9.4,34.9,2014/1/12
12,Changi,2014,1,13,0,0,0,0,26.9,30.3,25.4,14.6,40,2014/1/13
13,Changi,2014,1,14,0,0,0,0,26.5,29.3,24.5,11.4,37.4,2014/1/14
14,Changi,2014,1,15,0,0,0,0,26,28.2,24.5,14,35.6,2014/1/15
15,Changi,2014,1,16,0,0,0,0,26.2,28.5,24.5,14.1,34.2,2014/1/16
16,Changi,2014,1,17,0,0,0,0,26,29.2,23.7,12.7,37.1,2014/1/17
17,Changi,2014,1,18,0,0,0,0,26.1,29.3,24.1,14.2,40,2014/1/18
18,Changi,2014,1,19,0,0,0,0,26,29.2,23.5,11.5,37.1,2014/1/19
19,Changi,2014,1,20,0,0,0,0,25.7,29.1,23.6,11.7,38.2,2014/1/20
20,Changi,2014,1,21,0,0,0,0,25.6,29.4,23.4,11.8,40.7,2014/1/21
21,Changi,2014,1,22,0,0,0,0,25.5,28.4,23.2,10.8,34.9,2014/1/22
22,Changi,2014,1,23,0,0,0,0,25.9,29.2,23.9,13.4,41.4,2014/1/23
23,Changi,2014,1,24,0,0,0,0,25.8,28.5,24,13.5,36,2014/1/24
24,Changi,2014,1,25,0,0,0,0,25.8,29.3,23.9,12.4,31.3,2014/1/25
25,Changi,2014,1,26,0,0,0,0,25.6,29.4,22.7,12.4,32.4,2014/1/26
26,Changi,2014,1,27,0,0,0,0,25.9,29.8,23.8,14.5,37.1,2014/1/27
27,Changi,2014,1,28,0,0,0,0,26.5,30.1,24.4,15.4,39.6,2014/1/28
28,Changi,2014,1,29,0,0,0,0,26.5,30.5,23.9,15.3,42.8,2014/1/29
29,Changi,2014,1,30,0,0,0,0,25.8,30.6,22.4,12.2,38.9,2014/1/30
30,Changi,2014,1,31,0,0,0,0,26.3,30.6,23.8,15.1,37.8,2014/1/31
31,Changi,2014,2,1,0,0,0,0,25.9,31.6,22.4,11.8,36.7,2014/2/1
32,Changi,2014,2,2,0,0,0,0,25.5,30.2,22.7,11.4,35.6,2014/2/2
33,Changi,2014,2,3,0,0,0,0,26.1,31.2,22.9,11.3,32,2014/2/3
34,Changi,2014,2,4,0,0,0,0,26.5,31.3,23.4,12.1,33.8,2014/2/4
35,Changi,2014,2,5,0,0,0,0,26.2,30.7,23.2,13.1,34.2,2014/2/5
36,Changi,2014,2,6,0,0,0,0,26.4,31.3,23.1,11.8,33.8,2014/2/6
37,Changi,2014,2,7,0,0,0,0,26.5,31.6,23.9,11.6,28.1,2014/2/7
38,Changi,2014,2,8,0.2,0.2,0.2,0.2,26.9,31.6,24,11.6,28.4,2014/2/8
39,Changi,2014,2,9,0,0,0,0,27.5,32.7,24.7,10.3,24.8,2014/2/9
40,Changi,2014,2,10,0,0,0,0,27.7,33.8,24.8,10.6,27,2014/2/10
41,Changi,2014,2,11,0,0,0,0,27.6,32.4,25,13.2,32.8,2014/2/11
42,Changi,2014,2,12,0,0,0,0,27.6,32.1,24.9,14.5,37.8,2014/2/12
43,Changi,2014,2,13,0,0,0,0,27.9,32.7,25.4,14.4,41,2014/2/13
44,Changi,2014,2,14,0,0,0,0,27.6,31.9,25.5,13.7,38.2,2014/2/14
45,Changi,2014,2,15,0,0,0,0,27.8,31.9,25.4,15.9,39.6,2014/2/15
46,Changi,2014,2,16,0,0,0,0,27.8,32.1,25.3,15.3,40.3,2014/2/16
47,Changi,2014,2,17,0,0,0,0,27.8,31.7,25.6,15.5,33.5,2014/2/17
48,Changi,2014,2,18,0,0,0,0,27.7,32.6,25.2,14.1,34.9,2014/2/18
49,Changi,2014,2,19,0,0,0,0,27.6,32.2,24.9,12.2,33.1,2014/2/19
50,Changi,2014,2,20,0,0,0,0,27.7,32.2,24.9,16.3,37.8,2014/2/20
51,Changi,2014,2,21,0,0,0,0,27.7,31.7,25.8,18.3,42.8,2014/2/21
52,Changi,2014,2,22,0,0,0,0,28,32.3,25.5,16.6,39.2,2014/2/22
53,Changi,2014,2,23,0,0,0,0,27.4,32.1,24.4,13.5,41.4,2014/2/23
54,Changi,2014,2,24,0,0,0,0,27.2,31.5,24.6,15.7,40,2014/2/24
55,Changi,2014,2,25,0,0,0,0,27,31.8,24,13.8,40,2014/2/25
56,Changi,2014,2,26,0,0,0,0,27.3,32,24.4,15,40.7,2014/2/26
57,Changi,2014,2,27,0,0,0,0,27.8,32.4,24.9,15.7,41.4,2014/2/27
58,Changi,2014,2,28,0,0,0,0,27.6,32.1,25,15.2,41.4,2014/2/28
59,Changi,2014,3,1,0,0,0,0,27.7,32.7,25.1,14.8,38.9,2014/3/1
60,Changi,2014,3,2,0,0,0,0,28,33.8,24.8,12.6,36,2014/3/2
61,Changi,2014,3,3,0,0,0,0,27.6,32.9,24.7,12,36,2014/3/3
62,Changi,2014,3,4,0,0,0,0,27.8,32.9,25,13.5,36.4,2014/3/4
63,Changi,2014,3,5,0,0,0,0,27.6,33.5,24.1,12.9,39.2,2014/3/5
64,Changi,2014,3,6,0,0,0,0,27.5,33,23.8,11.8,38.2,2014/3/6
65,Changi,2014,3,7,0,0,0,0,27.6,32.6,24.2,11.2,32.4,2014/3/7
66,Changi,2014,3,8,0,0,0,0,27.9,32.8,24.8,13,36.4,2014/3/8
67,Changi,2014,3,9,0,0,0,0,27.6,32,24.2,14.5,42.1,2014/3/9
68,Changi,2014,3,10,0,0,0,0,27.8,32.3,24.9,15.7,41.4,2014/3/10
69,Changi,2014,3,11,0,0,0,0,28.2,33.6,25,14.4,35.3,2014/3/11
70,Changi,2014,3,12,0,0,0,0,28.3,33.4,25.6,16,37.4,2014/3/12
71,Changi,2014,3,13,0,0,0,0,28.3,33.8,24.7,13.5,38.9,2014/3/13
72,Changi,2014,3,14,0,0,0,0,28.6,34.1,25.2,13,41,2014/3/14
73,Changi,2014,3,15,0,0,0,0,28.6,32.7,25.9,12.4,35.3,2014/3/15
74,Changi,2014,3,16,52.6,20.4,26.2,37.8,26,28.2,23.6,6.6,40.7,2014/3/16
75,Changi,2014,3,17,5.4,3.6,4.2,5.2,26.3,30.7,24.3,8.9,36,2014/3/17
76,Changi,2014,3,18,0.4,0.4,0.4,0.4,27.5,32.7,24.9,8.9,33.1,2014/3/18
77,Changi,2014,3,19,0,0,0,0,27.5,32.5,25.4,7.6,29.9,2014/3/19
78,Changi,2014,3,20,2,2,2,2,27.6,33.6,25.9,7,28.4,2014/3/20
79,Changi,2014,3,21,5.2,2.8,4.4,4.4,27.7,33.1,25.3,8,24.1,2014/3/21
80,Changi,2014,3,22,0,0,0,0,27.5,31,25,11.7,31.7,2014/3/22
81,Changi,2014,3,23,0,0,0,0,27.9,32.8,24.2,11.1,32,2014/3/23
82,Changi,2014,3,24,0,0,0,0,28.1,33,24.7,11.5,32.8,2014/3/24
83,Changi,2014,3,25,0,0,0,0,28.5,33.2,25.2,13,37.1,2014/3/25
84,Changi,2014,3,26,0,0,0,0,28.7,34,25.7,11.5,36.7,2014/3/26
85,Changi,2014,3,27,0,0,0,0,29.1,34.4,25.8,10.9,30.6,2014/3/27
86,Changi,2014,3,28,0,0,0,0,28.6,32.7,26.2,10.8,34.9,2014/3/28
87,Changi,2014,3,29,0.4,0.4,0.4,0.4,28.6,33.3,26.5,8.3,34.2,2014/3/29
88,Changi,2014,3,30,0,0,0,0,28.4,32.3,25.8,9.1,32.4,2014/3/30
89,Changi,2014,3,31,0,0,0,0,28.8,33,26.6,10.5,36.4,2014/3/31
90,Changi,2014,4,1,2,2,2,2,28.4,32.4,26.5,7.5,25.9,2014/4/1
91,Changi,2014,4,2,0,0,0,0,28.8,32.6,26.3,8.6,33.1,2014/4/2
92,Changi,2014,4,3,0,0,0,0,29.3,34.2,27.1,11,43.2,2014/4/3
93,Changi,2014,4,4,0,0,0,0,28.6,32.4,26.6,7.4,33.1,2014/4/4
94,Changi,2014,4,5,23.4,15.2,17.2,17.4,26.4,28,22.8,5.4,28.1,2014/4/5
95,Changi,2014,4,6,0.2,0.2,0.2,0.2,28,32.5,24.6,10.4,34.6,2014/4/6
96,Changi,2014,4,7,10,9.8,10,10,28.6,34.5,25,7.6,43.2,2014/4/7
97,Changi,2014,4,8,6.6,4.2,4.8,6.2,27.6,32.8,25.4,6.9,27.7,2014/4/8
98,Changi,2014,4,9,1.8,1.4,1.8,1.8,27.6,34,24.5,7.2,37.1,2014/4/9
99,Changi,2014,4,10,0,0,0,0,28,31.8,25.8,6.2,29.2,2014/4/10
100,Changi,2014,4,11,2.8,1.4,2.6,2.8,27.5,33,25.3,6.1,34.6,2014/4/11
101,Changi,2014,4,12,8,1.4,2.8,5,26.8,30.2,23.9,5,24.1,2014/4/12
102,Changi,2014,4,13,0,0,0,0,28.5,33.5,25.6,8.3,30.6,2014/4/13
103,Changi,2014,4,14,0,0,0,0,28.4,32.6,25.8,7.7,30.2,2014/4/14
104,Changi,2014,4,15,0,0,0,0,28.5,33.4,25.7,7.9,33.1,2014/4/15
105,Changi,2014,4,16,0.2,0.2,0.2,0.2,28.7,33,26,6.1,23.4,2014/4/16
106,Changi,2014,4,17,28.8,21.2,26.4,28.8,28.4,31.6,23.5,6.9,25.6,2014/4/17
107,Changi,2014,4,18,0,0,0,0,28.2,30.9,26.5,6.4,29.2,2014/4/18
108,Changi,2014,4,19,0,0,0,0,28.9,32.1,26,8.1,28.8,2014/4/19
109,Changi,2014,4,20,0.2,0.2,0.2,0.2,28.2,31.7,26.4,7.4,32,2014/4/20
110,Changi,2014,4,21,5.2,2,3.2,5,26.6,29.6,24.7,5.3,39.6,2014/4/21
111,Changi,2014,4,22,0,0,0,0,27.9,33.7,25.1,6.8,40.3,2014/4/22
112,Changi,2014,4,23,0,0,0,0,28.6,33,25.6,8.8,32.8,2014/4/23
113,Changi,2014,4,24,2.2,1.6,2.2,2.2,28.7,33.7,25,8.2,27.4,2014/4/24
114,Changi,2014,4,25,0,0,0,0,28.8,34.4,25.4,7.5,33.8,2014/4/25
115,Changi,2014,4,26,0,0,0,0,29.1,33.6,26.9,6.6,28.4,2014/4/26
116,Changi,2014,4,27,0.2,0.2,0.2,0.2,28.7,31.7,24.9,6,30.2,2014/4/27
117,Changi,2014,4,28,0.2,0.2,0.2,0.2,28.6,32.8,26.3,5.9,25.2,2014/4/28
118,Changi,2014,4,29,4.8,3,3,3,28.3,31.6,26.3,5.1,35.3,2014/4/29
119,Changi,2014,4,30,13.4,8.2,10.2,13.4,28.2,31.8,26,6.6,26.6,2014/4/30
120,Changi,2014,5,1,0.4,0.2,0.4,0.4,28.4,30.8,24.5,6.2,29.9,2014/5/1
121,Changi,2014,5,2,0,0,0,0,29.4,32.7,26.8,8,27,2014/5/2
122,Changi,2014,5,3,0,0,0,0,29.6,33.7,27.4,10.3,29.2,2014/5/3
123,Changi,2014,5,4,1.4,1.4,1.4,1.4,29.5,33.4,26.6,8,31.7,2014/5/4
124,Changi,2014,5,5,0,0,0,0,29.4,33.1,26.8,9.5,37.8,2014/5/5
125,Changi,2014,5,6,0.2,0.2,0.2,0.2,29.8,33.3,27.2,9.7,35.3,2014/5/6
126,Changi,2014,5,7,18.4,9.4,13.6,14.6,28,33.8,24.3,5.9,32,2014/5/7
127,Changi,2014,5,8,10.6,10,10.4,10.6,27.4,32.4,25,4.4,30.2,2014/5/8
128,Changi,2014,5,9,1.4,1.4,1.4,1.4,29,32,26.6,7.2,22,2014/5/9
129,Changi,2014,5,10,0,0,0,0,29.9,33.3,27.8,8.1,32,2014/5/10
130,Changi,2014,5,11,0,0,0,0,29,33.6,26.6,6.3,37.8,2014/5/11
131,Changi,2014,5,12,0.4,0.4,0.4,0.4,28.2,31.6,26.5,5.9,35.3,2014/5/12
132,Changi,2014,5,13,0,0,0,0,29.2,32.6,26.3,5.9,27,2014/5/13
133,Changi,2014,5,14,1.6,1.6,1.6,1.6,28.4,31,26.4,6.8,31.3,2014/5/14
134,Changi,2014,5,15,12.2,11,12.2,12.2,29.5,33.1,26.8,6.6,25.2,2014/5/15
135,Changi,2014,5,16,20.2,18.2,20.2,20.2,28.6,31.5,23,6.4,42.5,2014/5/16
136,Changi,2014,5,17,0,0,0,0,28.6,30.8,27.1,5.6,29.5,2014/5/17
137,Changi,2014,5,18,22.2,9.4,13.4,16.4,26.7,29.2,23.7,4.5,28.4,2014/5/18
138,Changi,2014,5,19,7.2,3.8,5,5.2,27.2,30,23.2,6.9,30.6,2014/5/19
139,Changi,2014,5,20,3.4,1.6,2.8,3.4,27.5,32.4,23.6,6.1,29.5,2014/5/20
140,Changi,2014,5,21,0,0,0,0,27.7,32.4,26,5.4,26.6,2014/5/21
141,Changi,2014,5,22,2,0,0,0,28.7,32.1,26,8.2,30.6,2014/5/22
142,Changi,2014,5,23,3,1.8,2.8,3,27.1,30.7,24.8,5.3,27,2014/5/23
143,Changi,2014,5,24,0,0,0,0,28.4,32.6,25,9.8,34.6,2014/5/24
144,Changi,2014,5,25,0,0,0,0,29.3,32.6,26.4,8.4,30.6,2014/5/25
145,Changi,2014,5,26,0,0,0,0,28.8,32.4,26.8,6.9,34.2,2014/5/26
146,Changi,2014,5,27,0.8,0.8,0.8,0.8,28,30.7,25.7,6.5,29.9,2014/5/27
147,Changi,2014,5,28,2.6,1.6,1.8,2.2,28.8,32.6,26,7.3,27,2014/5/28
148,Changi,2014,5,29,17.8,7.8,10.4,13,28.5,32.7,25,5.4,31,2014/5/29
149,Changi,2014,5,30,0,0,0,0,27.9,31.5,26,5.9,33.8,2014/5/30
150,Changi,2014,5,31,0,0,0,0,29,31.5,26.5,7.4,39.2,2014/5/31
151,Changi,2014,6,1,18,17.2,17.2,17.2,28.1,31.9,24.2,7.9,42.1,2014/6/1
152,Changi,2014,6,2,0,0,0,0,28.7,31.2,26.6,6,24.5,2014/6/2
153,Changi,2014,6,3,0,0,0,0,29.4,32.2,27.6,10.5,27.7,2014/6/3
154,Changi,2014,6,4,6.6,2.8,3,3.2,27.7,28.7,25.6,6.6,30.2,2014/6/4
155,Changi,2014,6,5,8.8,3.2,3.4,4.2,27,30.5,25.3,6.3,32,2014/6/5
156,Changi,2014,6,6,4.2,1.6,2,3.6,27.4,31.2,25.6,6.9,39.6,2014/6/6
157,Changi,2014,6,7,0,0,0,0,29,32.2,26.2,12.1,36.4,2014/6/7
158,Changi,2014,6,8,0,0,0,0,29.7,32.6,27.5,9.7,32.4,2014/6/8
159,Changi,2014,6,9,0,0,0,0,29.4,32.7,27.7,7,36.4,2014/6/9
160,Changi,2014,6,10,1.6,1,1.4,1.6,29.2,33,26.1,6.3,27.4,2014/6/10
161,Changi,2014,6,11,0,0,0,0,29.9,32.9,27.2,7.6,28.8,2014/6/11
162,Changi,2014,6,12,4.4,3.8,4,4.2,29.2,32.5,23,9.1,60.5,2014/6/12
163,Changi,2014,6,13,0,0,0,0,29.7,32.8,27.4,8.2,31.7,2014/6/13
164,Changi,2014,6,14,18.8,16.4,18.4,18.6,27.6,30.3,23,5.8,46.4,2014/6/14
165,Changi,2014,6,15,0,0,0,0,29.4,32.3,27.4,6.8,24.1,2014/6/15
166,Changi,2014,6,16,0,0,0,0,30.1,32.8,28.3,8.7,30.2,2014/6/16
167,Changi,2014,6,17,0,0,0,0,30.3,33,28.2,11.8,28.8,2014/6/17
168,Changi,2014,6,18,2.4,1.6,1.6,2,28.9,32.3,23.9,8.1,43.9,2014/6/18
169,Changi,2014,6,19,3.2,2.4,3,3.2,29,32.9,24.5,8.1,38.5,2014/6/19
170,Changi,2014,6,20,0,0,0,0,30.4,33.3,28.3,10.6,27.7,2014/6/20
171,Changi,2014,6,21,0,0,0,0,30.6,33.6,28.2,9,28.4,2014/6/21
172,Changi,2014,6,22,0,0,0,0,29.8,33.4,26.7,6.6,25.2,2014/6/22
173,Changi,2014,6,23,0,0,0,0,29.7,33.2,27.5,6.1,28.1,2014/6/23
174,Changi,2014,6,24,1,0.8,1,1,29.3,32.1,25.2,7.8,32.4,2014/6/24
175,Changi,2014,6,25,0,0,0,0,28.6,30.7,25.2,8.2,32,2014/6/25
176,Changi,2014,6,26,0,0,0,0,29.4,32,27.4,9.3,39.6,2014/6/26
177,Changi,2014,6,27,0,0,0,0,28,29.8,26.2,7.4,37.8,2014/6/27
178,Changi,2014,6,28,0,0,0,0,28.8,32.2,26.9,6.4,27,2014/6/28
179,Changi,2014,6,29,0,0,0,0,29.2,32.4,27,5.7,31.7,2014/6/29
180,Changi,2014,6,30,2.4,2,2.2,2.4,27.6,31,24.6,6.9,35.3,2014/6/30
181,Changi,2014,7,1,0,0,0,0,28.2,32.6,25.9,5.9,27.7,2014/7/1
182,Changi,2014,7,2,0,0,0,0,28.7,31.6,26,8,34.9,2014/7/2
183,Changi,2014,7,3,0.2,0.2,0.2,0.2,28.6,31.2,26.8,6.6,29.5,2014/7/3
184,Changi,2014,7,4,19.4,18,19,19,28.1,29.9,23.9,5.8,44.3,2014/7/4
185,Changi,2014,7,5,0.8,0.6,0.8,0.8,27.9,30.7,24.3,5.8,37.1,2014/7/5
186,Changi,2014,7,6,2.2,1.8,2,2,28.7,31.5,25.2,5.7,37.8,2014/7/6
187,Changi,2014,7,7,3.6,3.4,3.4,3.6,28.5,31.5,24.4,6.6,38.2,2014/7/7
188,Changi,2014,7,8,12.6,10.8,12.2,12.4,28,31.7,22.7,7,41.4,2014/7/8
189,Changi,2014,7,9,12.6,10.4,11.2,11.6,27.3,28.3,22.6,7.9,59.8,2014/7/9
190,Changi,2014,7,10,0.2,0.2,0.2,0.2,28.7,32.1,26.9,9.9,34.9,2014/7/10
191,Changi,2014,7,11,26.8,24.6,25.6,26.4,28,32,24.1,6.6,27.4,2014/7/11
192,Changi,2014,7,12,0,0,0,0,27.7,31.1,25.3,5.8,31.3,2014/7/12
193,Changi,2014,7,13,0,0,0,0,29,32.1,26.7,10,27.4,2014/7/13
194,Changi,2014,7,14,0,0,0,0,29.8,32.5,27.6,9.2,28.1,2014/7/14
195,Changi,2014,7,15,0,0,0,0,29.6,32.2,28.4,12.8,30.2,2014/7/15
196,Changi,2014,7,16,0,0,0,0,29.4,32.4,27.4,10.8,30.6,2014/7/16
197,Changi,2014,7,17,7.8,7.6,7.8,7.8,28.1,30.1,23.4,7.3,27,2014/7/17
198,Changi,2014,7,18,0,0,0,0,29.1,31.4,27.2,9.9,32.8,2014/7/18
199,Changi,2014,7,19,0.6,0.4,0.4,0.6,28.8,31.1,26.7,9.8,46.4,2014/7/19
200,Changi,2014,7,20,0,0,0,0,29.3,32.2,26.7,9.2,30.6,2014/7/20
201,Changi,2014,7,21,0,0,0,0,29.5,31.9,27.4,11.2,35.6,2014/7/21
202,Changi,2014,7,22,0,0,0,0,29.6,32.4,27.8,12.6,35.3,2014/7/22
203,Changi,2014,7,23,0,0,0,0,29.8,32.3,27.9,11,33.1,2014/7/23
204,Changi,2014,7,24,0,0,0,0,29.6,31.8,27.7,11.5,33.5,2014/7/24
205,Changi,2014,7,25,0,0,0,0,29.7,33.2,27.4,11.4,33.5,2014/7/25
206,Changi,2014,7,26,0,0,0,0,29.9,33.1,28.1,13.8,35.6,2014/7/26
207,Changi,2014,7,27,27.8,15.4,27,27.6,28.2,31,23.2,8.6,31.3,2014/7/27
208,Changi,2014,7,28,0,0,0,0,29,31.9,27.2,8.4,38.9,2014/7/28
209,Changi,2014,7,29,29,18.4,18.8,19.4,27.6,32,21.1,9.7,70.6,2014/7/29
210,Changi,2014,7,30,4,2.8,3.4,3.6,27.8,31.4,24.7,8.7,37.1,2014/7/30
211,Changi,2014,7,31,1,1,1,1,27.6,29.2,24.7,7,27.7,2014/7/31
212,Changi,2014,8,1,0,0,0,0,28.7,31.2,27.1,7.5,27.7,2014/8/1
213,Changi,2014,8,2,11.8,11.2,11.8,11.8,28.6,31.6,23.5,11.2,32,2014/8/2
214,Changi,2014,8,3,0,0,0,0,28.6,31.1,26.3,6.8,29.9,2014/8/3
215,Changi,2014,8,4,1.2,1.2,1.2,1.2,28.5,30.5,25.2,9.4,36,2014/8/4
216,Changi,2014,8,5,7.4,2.6,3.8,5.2,26.5,28.5,23.9,6.7,38.9,2014/8/5
217,Changi,2014,8,6,0.4,0.4,0.4,0.4,27.7,29.8,25.9,6.6,39.2,2014/8/6
218,Changi,2014,8,7,9.2,9.2,9.2,9.2,27.5,30.8,23.6,7.1,52.9,2014/8/7
219,Changi,2014,8,8,2,2,2,2,27.6,29.7,24.9,8.1,41,2014/8/8
220,Changi,2014,8,9,0,0,0,0,28.6,31.7,26.7,14,42.1,2014/8/9
221,Changi,2014,8,10,0,0,0,0,28.2,31.6,27,9.8,32.4,2014/8/10
222,Changi,2014,8,11,0,0,0,0,28.1,30.8,26.6,8.4,35.3,2014/8/11
223,Changi,2014,8,12,1.4,0.8,1.2,1.4,26.7,28.5,25.1,6.1,31.7,2014/8/12
224,Changi,2014,8,13,2.4,0.6,1,1.6,26.2,27.2,25,5.9,21.2,2014/8/13
225,Changi,2014,8,14,41.2,33.6,37.8,39.8,26.8,29.4,23.5,7.1,23.8,2014/8/14
226,Changi,2014,8,15,0.6,0.6,0.6,0.6,26.6,29,25.5,5.4,40.3,2014/8/15
227,Changi,2014,8,16,0,0,0,0,28.1,30.7,25.7,8.6,30.2,2014/8/16
228,Changi,2014,8,17,0,0,0,0,28.4,30.6,26.8,11.2,29.9,2014/8/17
229,Changi,2014,8,18,10.4,9.8,9.8,9.8,28.4,31,25.2,11.9,46.8,2014/8/18
230,Changi,2014,8,19,0,0,0,0,28.2,31.1,26.2,8.6,36,2014/8/19
231,Changi,2014,8,20,12,9.8,10.2,10.2,27.5,31.1,24.7,8.7,32.8,2014/8/20
232,Changi,2014,8,21,1.6,1.6,1.6,1.6,28,31.1,26.1,8.5,29.5,2014/8/21
233,Changi,2014,8,22,0,0,0,0,28.7,31.4,26.9,15.2,37.8,2014/8/22
234,Changi,2014,8,23,0.8,0.4,0.4,0.4,28.7,31.9,26.7,11.7,31.3,2014/8/23
235,Changi,2014,8,24,0,0,0,0,27.4,30.8,25.7,6.5,32.4,2014/8/24
236,Changi,2014,8,25,7.2,4.4,4.4,4.6,26.6,30.4,24.2,6.3,44.6,2014/8/25
237,Changi,2014,8,26,44.2,31.4,41.4,42.4,26.8,29.8,23.6,6.3,33.8,2014/8/26
238,Changi,2014,8,27,8.4,5,7.2,8.4,26.9,30.1,23.2,6.9,38.2,2014/8/27
239,Changi,2014,8,28,38.8,33.4,38.2,38.8,26.6,29.8,23.5,5.8,32,2014/8/28
240,Changi,2014,8,29,39.4,36.4,39.2,39.4,26.8,30.3,22,6.6,34.6,2014/8/29
241,Changi,2014,8,30,0,0,0,0,27.4,31.6,24.5,8.9,27.4,2014/8/30
242,Changi,2014,8,31,0.6,0.4,0.4,0.6,28,30.2,25.6,10.8,38.9,2014/8/31
243,Changi,2014,9,1,0,0,0,0,29.1,32.5,26.7,13.3,34.6,2014/9/1
244,Changi,2014,9,2,0,0,0,0,28.7,31.6,25.8,8.7,30.6,2014/9/2
245,Changi,2014,9,3,9.2,5.4,8.6,9.2,26.9,31.3,23.4,6.4,33.8,2014/9/3
246,Changi,2014,9,4,0,0,0,0,28,32.2,24.2,6.9,22,2014/9/4
247,Changi,2014,9,5,0,0,0,0,28.3,31.2,25.2,7.6,34.2,2014/9/5
248,Changi,2014,9,6,0,0,0,0,27.7,30.7,25.1,9.2,45.7,2014/9/6
249,Changi,2014,9,7,0.8,0.6,0.6,0.6,27.9,31.5,25.9,6.5,24.8,2014/9/7
250,Changi,2014,9,8,0,0,0,0,28.9,32,25.9,7.7,27,2014/9/8
251,Changi,2014,9,9,1,0.8,1,1,28.2,31.9,25,10,33.1,2014/9/9
252,Changi,2014,9,10,3.2,3.2,3.2,3.2,28.7,31.6,25.5,9.4,38.9,2014/9/10
253,Changi,2014,9,11,1.4,1.4,1.4,1.4,27.4,30.5,24.9,9.4,40.3,2014/9/11
254,Changi,2014,9,12,0,0,0,0,28.4,31.4,25,11.2,38.5,2014/9/12
255,Changi,2014,9,13,0,0,0,0,28.9,31.9,26.1,9.4,38.9,2014/9/13
256,Changi,2014,9,14,0,0,0,0,29,31.5,27,7.4,30.6,2014/9/14
257,Changi,2014,9,15,0,0,0,0,29.2,32.5,27.2,10.2,38.9,2014/9/15
258,Changi,2014,9,16,0,0,0,0,29.2,32.8,26.9,15.6,43.9,2014/9/16
259,Changi,2014,9,17,0,0,0,0,28.9,31.7,27.2,13.4,37.8,2014/9/17
260,Changi,2014,9,18,0,0,0,0,29.2,32.3,27.4,12.8,40.7,2014/9/18
261,Changi,2014,9,19,0,0,0,0,29.5,32.9,27.3,12.6,33.5,2014/9/19
262,Changi,2014,9,20,31.6,29.8,31.4,31.4,28.1,32.2,22.4,8.9,61.9,2014/9/20
263,Changi,2014,9,21,3.6,1.8,3,3.4,27.7,31.3,23.5,6,28.4,2014/9/21
264,Changi,2014,9,22,0,0,0,0,29,33.2,25.4,14.6,38.9,2014/9/22
265,Changi,2014,9,23,0,0,0,0,29.2,32.4,26.9,13.8,35.3,2014/9/23
266,Changi,2014,9,24,9.4,7,7,7,28.7,32.2,24.9,12.1,61.6,2014/9/24
267,Changi,2014,9,25,23.4,13,14.4,16.4,26.4,29.4,23.3,6.6,49,2014/9/25
268,Changi,2014,9,26,0,0,0,0,28.3,32.3,25.6,8.2,30.2,2014/9/26
269,Changi,2014,9,27,0,0,0,0,28.7,32.6,26.3,10.7,39.6,2014/9/27
270,Changi,2014,9,28,0,0,0,0,28.9,32.1,26.8,11.4,32.4,2014/9/28
271,Changi,2014,9,29,0,0,0,0,28.9,31.3,26.9,11.4,28.4,2014/9/29
272,Changi,2014,9,30,0,0,0,0,29.1,32.3,27,9.5,40.7,2014/9/30
273,Changi,2014,10,1,0,0,0,0,29.1,32.6,27,11.9,33.1,2014/10/1
274,Changi,2014,10,2,0,0,0,0,28.9,31.5,26.8,10.3,24.8,2014/10/2
275,Changi,2014,10,3,0,0,0,0,28.9,32.6,25.9,12.2,42.1,2014/10/3
276,Changi,2014,10,4,6.6,5,6,6.6,27.5,30.2,24.1,8.6,37.1,2014/10/4
277,Changi,2014,10,5,0,0,0,0,27.2,30.8,25.2,8.7,36.4,2014/10/5
278,Changi,2014,10,6,0,0,0,0,28.7,31.9,25.8,8.9,28.4,2014/10/6
279,Changi,2014,10,7,0,0,0,0,29,32,27,13.4,32.8,2014/10/7
